date,time,text,nearest_match,match_result,source
2024-07-10,19:43:00,"?? #OrangeWall ??

#EURO2024 | #NEDENG | #NED",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,19:48:00,"? #NEDENG 45' Min - 1:1 ????????????????????

#EURO2024 | #NED | #ENG",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,19:49:00,"Wow.

What will happen in the second half?

#EURO2024 | #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,20:22:00,"Xavi Simons ??

#UCL",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,20:51:00,"GOAL! 

Netherlands 1-2 England (Watkins 90'+1)

#EURO2024 | #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,20:51:00,"?? TOR! ??
?? @England ??????????????
? Watkins ??

#EURO2024 | #ENG | #NEDENG 1:2 (90'+1)",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,20:56:00,"Spain ?? England

Berlin. Sunday.

#EURO2024",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,20:56:00,"?? #NEDENG 1:2 ????????????????????
??#ENG = Finale?
?? Congrats, @England ??

#EURO2024",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,20:57:00,"You will put the crown on our heads, you bulls ??",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,20:58:00,"England are EURO 2024 finalists! ??

#EURO2024",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,20:58:00,"??????? ????? ??? ?????? ?? ??? ???????
?????? ??? ????? ?????? ????? ??????? ??? ???????
#Euro2024 #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,20:59:00,"You are in front of England, orange people",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:01:00,"#EURO2024 Finale! ??????

???? @SEFutbol ?? @England ??????????????

#ESPENG | #ESP | #ENG",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:03:00,"We have to win the cup, guys",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:05:00,"Dilan-Engin Polat iddianamesi öncül suçu sanal bahis olarak belirlemi? ancak elde üç gizli tan???n hukuki de?eri çok tart???l?r ifadeleri d???nda hiçbir ?ey yok. Kripto cüzdanlar? varken, para aklamak için neden ?irket kurup sahte faturalarla ?i?irilmi? gelirler yaratt?klar? sorusu da ortada duruyor.",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:08:00,"??? ???? ?????? 
#Euro2024 #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:13:00,"???? ??????? ?????? ????? ?? ????? ?????? ?
#Euro2024",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:13:00,"??Congrats, Ollie Watkins! ??????

#EURO2024 | #NEDENG | #ENG",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:19:00,"???? #Respect & Chapeau, @OnsOranje! ??????

#EURO2024 | #NEDENG | #NED",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:20:00,"???? npo ????????? ???? ?????? ?? ????? ??????? ??? ???? ??? ???? ??? ?? ??????? !!!
????? ?? ???? ?????? ??? ????? ?????
#Euro2024 #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:24:00,"?????? ????? ????? ??? ?????? ????? ???????? ??? ?????? 
#Euro2024",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:33:00,Ollie Watkins to the entire nation:,SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:33:00,"?????????????? Partytime @BellinghamJude & Co. in @stadtdortmund! ??????

#EURO2024 | #NEDENG | @England",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-10,21:59:00,"Ollie Watkins. England hero. 

#UCL",SF: England 2-1 Netherlands,1.0,euro2024_domain
2024-07-11,02:40:00,"?? Londradaki Türk çetesinin karanl?k lideri Moldovada öldürüldü

Kaskl? ve elektrikli scooter kullanan sald?rgan Erene üçü ba??na isabet eden yedi kur?un s?kt?ktan sonra olay yerinden uzakla?t?.

Cengiz Erdinç'in (@cengizerdinc) haberi...

kisadalga.net/haber/detay/lo",Tournament window,,euro2024_domain
2024-07-11,03:22:00,Only 5 people predicted correctly this time man,Tournament window,,euro2024_domain
2024-07-11,04:25:00,"Spain 
Love it
Thanks @euro2024Beers for doing giveaway
$BEER",Tournament window,,euro2024_domain
2024-07-11,05:56:00,Comment with video or banners for a higher chance to win! #EURO2024,Tournament window,,euro2024_domain
2024-07-11,06:49:00,"Lets go ENGLAND
@euro2024Beers 
 $BEER",Tournament window,,euro2024_domain
2024-07-11,07:02:00,"How's your goal shouting skill? Better than mine?

Check out this #EURO2024 gameplay video and see if you can beat my score! ?? Let's hit 4M points together and unlock even more $BEER rewards! 

??uefaeuro2024.top/#game",Tournament window,,euro2024_domain
2024-07-11,07:30:00,"#OnThisDay in 2?0?2?1?

?? #EURO2020 Champion @Azzurri ?????? 

#OTD | @Azzurri_En | @chiellini",Tournament window,,euro2024_domain
2024-07-11,07:46:00,"England ... Yes
@euro2024Beers ... Amazing
 $BEER.... Perfect",Tournament window,,euro2024_domain
2024-07-11,07:48:00,"Hope #ENGLAND Will be the champion
@euro2024Beers and $BEER",Tournament window,,euro2024_domain
2024-07-11,07:59:00,"But with the final match of #EURO2024 coming up, why not join us with some $BEER ?? instead of water? ??

Lets cheer for the match and salute to the legendary by sending some $BEER tokens to #Messi and #Ronaldinho's crypto wallet after launch??
#Beers $BEER #water $water",Tournament window,,euro2024_domain
2024-07-11,08:05:00,"#OnThisDay in 2?0?1?0?

Partytime @SEFutbol ??????

#ThursdayVibes | @SpainIsFootball",Tournament window,,euro2024_domain
2024-07-11,08:09:00,"All my support for ENGLAND, @euro2024Beers and $BEERS",Tournament window,,euro2024_domain
2024-07-11,08:31:00,Selçuk Özda?a sald?ranlara ceza ç?kt? halktv.com.tr/gundem/selcuk-,Tournament window,,euro2024_domain
2024-07-11,08:32:00,"Huge congrats to all the #EURO2024 $BEER Zealy Sprint winners who crushed it and grabbed a piece of the $2000 prize pool! ????

Your rewards are on the way and will be distributed at  UTC today! ????

Keep support and check your wallets! 

Winners list: t.me/EURO2024CH/54
#ZealyCampaign #Sprint #zealy",Tournament window,,euro2024_domain
2024-07-11,08:33:00,"?? One more round of funding for the #EURO2024 climate fund!

30 more amateur clubs in Germany have received a share of almost 700,000 for sustainable infrastructure, helping them improve their operations relating to:

?? Energy
?? Water
??? Waste
?? Mobility

More: ??",Tournament window,,euro2024_domain
2024-07-11,08:35:00,"???? @HKane ??

#EURO2024 | #NEDENG | #Kane",Tournament window,,euro2024_domain
2024-07-11,08:38:00,"???? EURO PODCAST!

Reaction following Englands 2-1 semi-final win against the Netherlands... 

Plus, a preview of Sundays final ???

#EURO2024",Tournament window,,euro2024_domain
2024-07-11,08:42:00,"??In just 2 hours, $BEER will be LIVE on #PancakeSwap!??

Join us in celebrating #EURO2024 with the hottest memecoin of the season??

?? Check out the buzz about $BEER on #Yahoo Finance & #Binance Square: shorturl.at/hxHSZ",Tournament window,,euro2024_domain
2024-07-11,08:57:00,"?????????????? Watkins doing what he does best ??

#UECL",Tournament window,,euro2024_domain
2024-07-11,09:08:00,"$BEER token @euro2024Beers ?? The hottest #EURO2024 themed #memecoin of the summer LAUNCHING TODAY 11am UTC on #PancakeSwap!!

$BEER Contract: 0xd533fa739d24871108cD868064b71D9c705a5126

Team has a massive BuyBack & Burning Plan during the FINAL this Sunday. NOT TO MISS

uefaeuro2024.top/

PreListed on CMC: coinmarketcap.com/currencies",Tournament window,,euro2024_domain
2024-07-11,09:19:00,"Wow, that's nice! Over 850k now??

It seems we can hit 4M today! Play together: uefaeuro2024.top/#game",Tournament window,,euro2024_domain
2024-07-11,09:31:00,"Dilan ve Engin Polat, bahisçi Derkan Ba?erin kara paras?n? aklamakla suçlan?yor.
Gel gör ki
Bir gizli ve iki tutuklu tan???n iddialar?ndan ba?ka dayanak yok.
?ddialar somut delillerle do?rulanm?yor.
Bu iddianameyle Polatlar? bir gün bile tutamazs?n?z halktv.com.tr/makale/dilan-v",Tournament window,,euro2024_domain
2024-07-11,10:00:00,"?????? @BellinghamJude ??

#EURO2024 | #NEDENG | @England",Tournament window,,euro2024_domain
2024-07-11,10:02:00,"The technique from Mika Biereth ??

#UECL",Tournament window,,euro2024_domain
2024-07-11,10:03:00,"Esad yönetiminin CHPnin Suriyeyi ziyaret talebini kabul etti?i bilgisi do?ru de?il. 
Esad yönetimi ile CHP aras?ndaki diyalogun sürdü?ü, ancak ?u ana kadar bir Evet yan?t?n?n gelmedi?i ifade ediliyor.",Tournament window,,euro2024_domain
2024-07-11,10:14:00,"CHP Esad ile görü?me talebinde bulunarak do?ru bir hamle yapt???n?, ancak geç kald???n? dü?ünüyorum. 
Esad, Erdo?anla görü?meye haz?rlan?rken, ana muhalefetle temas kurmak istemeyebilir.
Do?ru karar, yanl?? zaman.",Tournament window,,euro2024_domain
2024-07-11,10:18:00,So question is... Is it coming home lads? ????,Tournament window,,euro2024_domain
2024-07-11,10:30:00,Suriye resmi kaynaklar? da do?rulam?yor.,Tournament window,,euro2024_domain
2024-07-11,10:31:00,"??? Fußball & Grillen gehört einfach zusammen, das weiß auch @DietmarHamann - Überzeugt euch jetzt von der gesamten Produktpalette beim offiziellen BBQ Partner der EURO 2024 @Hellmanns. ?????

#EURO2024 | #UpYourGame",Tournament window,,euro2024_domain
2024-07-11,11:00:00,"The #UEL first qualifying round is today!

Follow live ????",Tournament window,,euro2024_domain
2024-07-11,11:02:00,Stay tuned for the announcement,Tournament window,,euro2024_domain
2024-07-11,11:05:00,"Nikita Haikin ??

#UECL",Tournament window,,euro2024_domain
2024-07-11,11:05:00,"The wildest #memecoin of this summer is coming! Buy $BEER enjoys the green candles??????

??Buy #EURO2024 $BEER now: pancakeswap.finance/swap?cha

??CA: 0xd533fa739d24871108cD868064b71D9c705a5126

??Chart: dex.guru/token/bsc/0xd533fa7",Tournament window,,euro2024_domain
2024-07-11,11:09:00,"#EURO2024 $BEER LP burnt??
100% safe and secure to go 100x?

?? $BEER CA: 0xd533fa739d24871108cD868064b71D9c705a5126

Proof link: bscscan.com/tx/0x2d10279b79c",Tournament window,,euro2024_domain
2024-07-11,11:13:00,"Erling Haaland 2023/24 by numbers :

?? 29 starts
?? 27 goals
??? 8 assists

Worth the £15.0m new price tag ? #fpl",Tournament window,,euro2024_domain
2024-07-11,11:14:00,"$BEER tokens are locked as we announced before:

?? Offline Events Funds: 4.5B (10%) - locked 2 years
?? Team & Advisor: 1.8B (4%) - locked 5 years
?? CEXs Reserves: 4.5B (10%) - locked 1 year
?? Marketing: 4.5B (10%) - locked 1 year

Check lockers on #PinkSale: pinksale.finance/pinklock/bs
pinksale.finance/pinklock/bs
pinksale.finance/pinklock/bs
pinksale.finance/pinklock/bs",Tournament window,,euro2024_domain
2024-07-11,11:27:00,"100%??Thank you all community members for supporting??

The next target is to send $BEER price to the moon??Burning campaign starts shortly??

??Buy #EURO2024 $BEER from PancakeSwap: pancakeswap.finance/swap?cha

??Chart: dex.guru/token/bsc/0xd533fa7",Tournament window,,euro2024_domain
2024-07-11,11:28:00,"The Copa America final is this weekend! ???? vs ????

Argentina, the current World Champions led by Leo Messi, dominated Canada in the semi-finals to reach the final ??

Colombia's captain, James Rodriguez, made a significant comeback, earning Man of the Match honors in 4 out of 5 games! Can he do it again in the final?

Who do you think will win the grand finale of Copa America? ??",Tournament window,,euro2024_domain
2024-07-11,11:41:00,"?? Harwood-Bellis [£4.0m]
?? 40 starts
?? 2 goals
??? 3 assists",Tournament window,,euro2024_domain
2024-07-11,11:41:00,"?? Davis [£4.5m]
?? 43 starts
?? 2 goals
??? 21 assists",Tournament window,,euro2024_domain
2024-07-11,11:41:00,"???? Newly promoted teams budget defenders price reveals

?? Pereira [£4.5m]
?? 39 starts
?? 3 goals
??? 3 assists

Are you interested in any one of them ? #fpl",Tournament window,,euro2024_domain
2024-07-11,11:49:00,"2,700,000,000 $BEER TOKENS BURNT??????

TXN LINK: bscscan.com/tx/0x101ab84d63e",Tournament window,,euro2024_domain
2024-07-11,12:05:00,"Richarlison [£7.0m]
?? 18 starts
?? 11 goals
??? 4 assists
?? 122 fpl pts",Tournament window,,euro2024_domain
2024-07-11,12:05:00,"???? Havertz & Richarlison are now FORWARDS!

Havertz [£8.0m] in PL 23/24
?? 30 starts
?? 13 goals
??? 10 assists
?? 180 fpl pts

Are you interested in any one of them ? #fpl",Tournament window,,euro2024_domain
2024-07-11,12:18:00,"Emlak Konut GYO Genel Müdürü Cengiz Erdemden sonra TOK? Ba?kan? Ömer Bulut da de?i?iyor.
Ömer Bulutun Murat Kurumun yard?mc?s? olmas? bekleniyor.
Bulutun yerine TOK? Ba?kan Yard?mc?s? Levent Sungurun getirilece?i konu?uluyor.",Tournament window,,euro2024_domain
2024-07-11,12:29:00,"Micha? Skóra?, 2022/23 ??

#UECL",Tournament window,,euro2024_domain
2024-07-11,12:30:00,"UEFA distributes the vast majority of the EURO's net revenue back into developing European football ??

Tap below to find out how ??",Tournament window,,euro2024_domain
2024-07-11,13:01:00,"Payet ballin' ??

#UEL",Tournament window,,euro2024_domain
2024-07-11,13:24:00,"??????

@EURO2024 || #UCL",Tournament window,,euro2024_domain
2024-07-11,13:24:00,"?? #ESPENG: Alle Infos zum #EURO2024-Finale ??

de.uefa.com/euro2024/news/02",Tournament window,,euro2024_domain
2024-07-11,14:00:00,"More first qualifying round action today!

Tap below for updates! ??

#UECL",Tournament window,,euro2024_domain
2024-07-11,14:53:00,Türkiyenin en büyük baronlar davas?nda tutuklu san?k kalmam??t?. Savc?l???n itiraz? üzerine 5 gün sonra tahliye edilen 7 san???n yeniden tutuklanmas?na karar verildi.,Tournament window,,euro2024_domain
2024-07-11,14:55:00,"Dilan-Engin Polat cezaevinden ç?kacak m?? ?smail Saymaz (@ismailsaymaz) bilinmeyen detaylar? anlatt?!

yewtu.be/9dlZHhsu1o4",Tournament window,,euro2024_domain
2024-07-11,14:58:00,"De?erli arkada?lar?m Etkin ve Simgenin annesi Selma Demirel Memi?o?lu, sevgili Selma teyze hayat?n? kaybetti.
Selma teyzeye Allahtan rahmet, çocuklar? Etkin ve Simgeye ve di?er yak?nlar?na sab?r diliyorum.",Tournament window,,euro2024_domain
2024-07-11,15:00:00,"Hitting a rabona finish from there ??

?? Lamela 

#UEL",Tournament window,,euro2024_domain
2024-07-11,15:13:00,"???? The face when you suddenly have Sunday night plans...

#EURO2024",Tournament window,,euro2024_domain
2024-07-11,15:23:00,"Coming ??: #Paris2024!

The full squads for both the mens and womens competitions at the upcoming Olympic Football Tournaments have been confirmed:",Tournament window,,euro2024_domain
2024-07-11,15:30:00,"Rice x Walker ??

@EURO2024 || #UCL",Tournament window,,euro2024_domain
2024-07-11,16:03:00,"Scamacca shot power ??

#UECL",Tournament window,,euro2024_domain
2024-07-11,16:11:00,"From renovating stadiums in Zambia ???? to state-of-the-art facilities in Lesotho ????, read how participating nations in the COSAFA Cup benefited from the FIFA Forward Programme:",Tournament window,,euro2024_domain
2024-07-12,03:00:00,"Selçuk Özda? ?çin Talimat Verenlere Dokunulsayd?

?smail Saymaz yazd?...
@ismailsaymaz 
halktv.com.tr/makale/selcuk-",Tournament window,,euro2024_domain
2024-07-12,06:00:00,"#Bitget  will list $BEER! ??

Trading starts: July 15, 11:00 AM (UTC)  

More Details: bitget.com/support/categorie",Tournament window,,euro2024_domain
2024-07-12,06:23:00,"Ayhan Bora Kaplan davas?n?n gizli tan???ndan deprem gibi Bekir Bozda? iddias?

?Bürosuna 400 bin euro verdim, dosyam? bozdular?

?? ?smail Saymaz (@ismailsaymaz) yazd?... 
halktv.com.tr/gundem/gizli-t",Tournament window,,euro2024_domain
2024-07-12,07:26:00,"17.Türkiye Tiyatro Bulu?mas?-Selçuk
Eylem ?afak Ayd?n Yeti? Ödülü
@ismailsaymaz 
@muratagirel 
@kazimkizil",Tournament window,,euro2024_domain
2024-07-12,07:37:00,"2?9?? - Happy Birthday, @LukeShaw23 ??????????????????????

#EURO2024  | @England | @ManUtd",Tournament window,,euro2024_domain
2024-07-12,07:59:00,"Over 50% $BEER TOKENS BURNT??

TXN LINK: bscscan.com/token/0xd533fa73",Tournament window,,euro2024_domain
2024-07-12,08:05:00,"Selçuk Özda?a sald?r? etkin bir ?ekilde soru?turulsayd?, Ülkü Ocaklar? ile ba?lant?l? 5 sald?rgan? kimin azmettirdi?i ortaya ç?kar?lsayd?, suç örgütü çökertilecekti.
Özda??n failleri hak ettikleri gibi cezaland?r?lsayd? Sinan Ate? bugün ya??yor olacakt?. halktv.com.tr/makale/selcuk-",Tournament window,,euro2024_domain
2024-07-12,08:08:00,"#OnThisDay in 1?9?9?8?

Partytime @equipedefrance ??????",Tournament window,,euro2024_domain
2024-07-12,08:08:00,"Bu olmad??? gibi
Üç haftada serbest b?rak?lan sald?rganlar Ülkü Ocaklar? Ba?kanl???yla ödüllendirildi. 
Özda?a sald?r?da kullan?lan araç kiralan?rken ehliyetinden yararlan?lan ki?i, Ay?e Ate?in adres bilgisini toplarken kar??m?za ç?kt?ysa, suçlular cezaland?r?lmad??? içindi.",Tournament window,,euro2024_domain
2024-07-12,08:40:00,"The winners are

@HSLewis 
@NufcJordy 

Send us a DM and we will send it over!",Tournament window,,euro2024_domain
2024-07-12,09:00:00,"???? James Rodríguez hitting the corner ??

Happy birthday, @jamesdrodriguez ??

#UEL",Tournament window,,euro2024_domain
2024-07-12,09:02:00,"First qualifying round 1st leg results ??

#UECL",Tournament window,,euro2024_domain
2024-07-12,09:08:00,Murat Yakin und Giorgio Contini verlängern ihre Verträge football.ch/sfv/nationalteam,Tournament window,,euro2024_domain
2024-07-12,09:23:00,"???? #FridayFeeling ft. @SEFutbol-Fans. ??????

#EURO2024 | @SpainIsFootball",Tournament window,,euro2024_domain
2024-07-12,09:30:00,"??????????????????????

Take a look back at the key numbers from EURO 2024 so far ??

#EURO2024",Tournament window,,euro2024_domain
2024-07-12,09:35:00,"Ayhan Bora Kaplan davas?n?n gizli tan???: 400 bin euro verdim Bozda??n hukuk bürosuna. Dosyam? bozdular. 

?? Bozda?, iddialara yan?t verdi 

?? ?smail Saymaz (@ismailsaymaz) yazd?... 
halktv.com.tr/makale/selcuk-",Tournament window,,euro2024_domain
2024-07-12,09:45:00,"???? French referee François Letexier will officiate at the #EURO2024 final between Spain and England in Berlin: ??

@EURO2024",Tournament window,,euro2024_domain
2024-07-12,10:01:00,"Daniel Podence ????

#UECL",Tournament window,,euro2024_domain
2024-07-12,10:29:00,"???? #FridayVibes à la Murat #Yakin! ??????

#EURO2024 | #SUI | @nati_sfv_asf",Tournament window,,euro2024_domain
2024-07-12,11:01:00,"Oliver Glasner ??

#UEL",Tournament window,,euro2024_domain
2024-07-12,11:01:00,"Yari Verschaeren ??

#HBD || #UECL",Tournament window,,euro2024_domain
2024-07-12,11:15:00,"??? #FreestyleFriday ft. @hakanc10 & @karamank26 in EURO2020 @MilliTakimlar ????

#EURO2024 | #TUR",Tournament window,,euro2024_domain
2024-07-12,11:17:00,"YRP'li Do?an Aydal'?n iddias? ?smail Saymaz'? (@ismailsaymaz) çileden ç?kard?! 

?? Erdo?an kaçacak!

??? Erdo?an ile siyaseten kar?? olabiliriz ama ne yap?p yapmayaca??n? bilmelisiniz. 

?? Söz konusu iddia AKP'yi de kar??t?rd?: Çirkinlik, ?uursuzluk.

halktv.com.tr/siyaset/yrpli-",Tournament window,,euro2024_domain
2024-07-12,12:03:00,"Khephren Thuram ????

#UCL",Tournament window,,euro2024_domain
2024-07-12,13:00:00,"Pizzi's 20/21 goals ??

#UEL",Tournament window,,euro2024_domain
2024-07-12,13:02:00,"?stanbul Cumhuriyet Ba?savc?l???nda Suç Gelirlerini Aklama Bürosu kuruldu.
Ba??na ba?savc? vekili arand?.
Hayalet Orhan lakapl? Orhan Ün?an ba?ta olmak üzere çe?itli yerli suç örgütü liderleri ve uluslararas? baronlar?n davalar? bu büroda toplanacak. halktv.com.tr/gundem/kara-pa",Tournament window,,euro2024_domain
2024-07-12,13:02:00,"Silky Silva ??

#UECL",Tournament window,,euro2024_domain
2024-07-12,13:35:00,"?? Over 35,000 people have learnt life-saving skills at the #EURO2024 fan zones!

?? The initiative is part of the #GetTrainedSaveLives campaign, aiming to raise awareness of sudden cardiac arrest and the importance of bystander cardiopulmonary resuscitation (CPR): ??

@ERC_resus",Tournament window,,euro2024_domain
2024-07-12,13:51:00,"Sinan Ate? Cinayeti Hakk?nda: 

1) Yak?nlar? siyasi cinayetlerde katledilmi? bir grup aile olarak benzeyen ve benzemeyen ?eylerle ilgili bir aç?klama yapma ihtiyac? hissettik.",Tournament window,,euro2024_domain
2024-07-12,14:30:00,"The EURO is the worlds largest sports solidarity fund.

#EURO2024",Tournament window,,euro2024_domain
2024-07-12,14:51:00,"Feliz aniversário, @vinijr ??????

#UCL",Tournament window,,euro2024_domain
2024-07-12,15:00:00,"#OnThisDay in 1998, France ???? won their first-ever FIFA World Cup on home soil ??",Tournament window,,euro2024_domain
2024-07-12,15:01:00,"??? Bruno Fernandes ???

#UEL",Tournament window,,euro2024_domain
2024-07-12,15:02:00,"???? Chiquinho finds the bottom corner ??

#UECL",Tournament window,,euro2024_domain
2024-07-12,15:18:00,"Vinícius Júnior ??

#UCL",Tournament window,,euro2024_domain
2024-07-12,15:34:00,"??

@vinijr | #UCL",Tournament window,,euro2024_domain
2024-07-12,15:46:00,"A quick picture with the birthday boy ??

?? @LukeShaw23",Tournament window,,euro2024_domain
2024-07-12,16:03:00,"Stevan Joveti? ????

#UECL",Tournament window,,euro2024_domain
2024-07-12,16:03:00,"??????

@vinijr | #UCL",Tournament window,,euro2024_domain
2024-07-12,16:05:00,"? What is it like to referee at a EURO final? 
 
We spoke to Björn Kuipers, the last man to do so...

#EURO2024 | @EURO2024",Tournament window,,euro2024_domain
2024-07-12,17:07:00,"?? YEN? BÖLÜM ??

Patates k?zartmas? yemenin ya?? olur mu? ??

""Can Y?lmaz ile Geri Vites"" KAFA TVde yay?nda! ??

??: yewtu.be/Ud03gYkCbNA

@canyilmaz1 @ctisik @ismailsaymaz @gdagistanli @onurkoraygulsen",Tournament window,,euro2024_domain
2024-07-12,19:35:00,So you win mos,Tournament window,,euro2024_domain
2024-07-12,19:36:00,So you want to lose my money now?,Tournament window,,euro2024_domain
2024-07-12,19:37:00,Lol kanjani ngoku? ??,Tournament window,,euro2024_domain
2024-07-12,19:44:00,Hardy ndifaka osisi bodwa mhlobam ??,Tournament window,,euro2024_domain
2024-07-12,20:50:00,"Damn football is something else,  a team with hit the post 3 times and 10 shots on target, then another team with with only 2 shots on target won with 10 men ??????",Tournament window,,euro2024_domain
2024-07-12,20:55:00,"?ddialara göre Erdo?an o bakan? da görevden alacak!

?smail Saymaz'dan (@ismailsaymaz) fla? kulis bilgisi!

Sinem F?st?ko?lu (@sinemfstk) ile #GündemÖzel
yewtu.be/UQwy_4C0UpI",Tournament window,,euro2024_domain
2024-07-12,21:44:00,"?smail Saymaz'dan (@ismailsaymaz) Halk TV Canl? yay?n?nda fla? kulisler!

?ddia: Erdo?an o bakanlar? da görevden alabilir!

halktv.com.tr/gundem/ismail-",Tournament window,,euro2024_domain
2024-07-12,21:54:00,Askies fam it's only for women,Tournament window,,euro2024_domain
2024-07-13,00:54:00,Some just don't like to sleep ????????,Tournament window,,euro2024_domain
2024-07-13,05:06:00,"Saturday breakfast, 1st game at 9am",Tournament window,,euro2024_domain
2024-07-13,07:15:00,"#OnThisDay in 2?0?1?4?

?? @DFB_Team ??

????????????????",Tournament window,,euro2024_domain
2024-07-13,07:44:00,"?lk 100 günde yapt?klar?m?z sadece bir ba?lang?ç. Önümüzde uzun bir yol var, ama hiç ?üpheniz olmas?n: 

Bu kentin çocuklar?na, kad?nlar?na, gençlerine verdi?imiz sözleri yerine getirmek için canla ba?la çal??maya devam edece?iz. Gençli?imiz var!",Tournament window,,euro2024_domain
2024-07-13,07:44:00,"What's your favorite $BEER and why? 

We're eager to learn your preferences ?? ??",Tournament window,,euro2024_domain
2024-07-13,07:55:00,"""Everyone is talking about it. Kids are trying to emulate goals in training, imitating the celebrations they saw the night before...""

Tournament director and Germany legend Philipp Lahm looks at the impact of #EURO2024 and how it will help the game in the future: ??",Tournament window,,euro2024_domain
2024-07-13,08:00:00,"#OnThisDay in 1930, the first-ever FIFA World Cup matches took place! 

Held in Uruguay, the games marked the start of the world's greatest football tournament, setting the stage for the future of international football. ??",Tournament window,,euro2024_domain
2024-07-13,08:23:00,"Efes Selçuktaki tiyatro bulu?mas?nda Gazeteci Saymaza ödül

 izgundemi.net/efes-selcuk-ta

@efesselcukbel @filizceritoglu @ismailsaymaz",Tournament window,,euro2024_domain
2024-07-13,09:06:00,"""I was both happy and surprised  it was an emotional moment also because it's something so rare.""
 
François Letexier is set to become the youngest-ever referee of a European Championship final.

Full interview: ??

#EURO2024",Tournament window,,euro2024_domain
2024-07-13,09:08:00,My ex is saying my house decorating is all about gaming dats y girls don't want me ??????. Rhaa baryt ndiyofa ndiyigamer mna ????,Tournament window,,euro2024_domain
2024-07-13,09:20:00,"Yamal footwork ??

#UCL",Tournament window,,euro2024_domain
2024-07-13,09:23:00,Lol now she wants to come back ????,Tournament window,,euro2024_domain
2024-07-13,09:23:00,Lol now she's wants to come back ????,Tournament window,,euro2024_domain
2024-07-13,09:50:00,"It's nearly time to kick-off #U19EURO ??

??? Monday 15 July",Tournament window,,euro2024_domain
2024-07-13,11:19:00,"?? Happy Birthday, Lamine Yamal!??????

#EURO2024 | @SEFutbol | @SpainIsFootball",Tournament window,,euro2024_domain
2024-07-13,12:02:00,John Stones' 2023 #UCLfinal masterclass ??,Tournament window,,euro2024_domain
2024-07-13,12:16:00,"?? Did you know?

?? The Olympiastadion in Berlin is entirely powered by sustainable green energy!

#EURO2024",Tournament window,,euro2024_domain
2024-07-13,12:22:00,"EMO ?zmir ?ubesi Yönetim Kurulu, ?zmir Alsancakta iki yurtta??n sokakta yürürken elektrik ak?m?na kap?larak hayat?n? kaybetti?i faciaya ili?kin olarak bugün (13 Temmuz 2024) bir bas?n aç?klamas? gerçekle?tirdi.
emo.org.tr/genel/bizden_deta",Tournament window,,euro2024_domain
2024-07-13,12:56:00,"Philipp Lahm believes reinvesting in amateur football is the competitions greatest legacy.

We hear from the #EURO2024 tournament director ahead of the final ??

uefa.com/euro2024/news/028f-",Tournament window,,euro2024_domain
2024-07-13,12:58:00,"A huge weekend for Spain ????

Ahead of his #Wimbledon final, Carlos Alcaraz wishes @SEFutbol luck for their showdown with England ????

#EURO2024 | @Wimbledon",Tournament window,,euro2024_domain
2024-07-13,13:06:00,"???? Proud to be the only pro deaf female player

?? Football is for everyone.

#FootbALL #WelcomeALL",Tournament window,,euro2024_domain
2024-07-13,13:22:00,"?? #SaturdayVibes ft. @MarioGoetze! ????????

@DFB_Team | @DFB_Team_EN | #GER",Tournament window,,euro2024_domain
2024-07-13,13:30:00,"Rodri: big game player ??

#UCL",Tournament window,,euro2024_domain
2024-07-13,14:22:00,"Fans first are 95.

Tout.",Tournament window,,euro2024_domain
2024-07-13,14:24:00,"? Football for Unity!

Throughout #EURO2024,  @UEFA_Foundation, @CommonGoalOrg and partners have created football-focused social inclusion initiatives, funded by @EU_Commission, to help the integration of young migrants and refugees across Europe: ??

#FootbALL",Tournament window,,euro2024_domain
2024-07-13,14:31:00,"Foden ?? Real Madrid ??

#UCL",Tournament window,,euro2024_domain
